symbol,date,open,high,low,close,volume,adjclose,dividends,splits
WMT,1972-08-25,0.02115900069475174,0.0215659998357296,0.02115900069475174,0.021484000608325005,7526400,0.011664454825222492,0.0,0.0
WMT,1972-08-28,0.021484000608325005,0.021647000685334206,0.021402999758720398,0.021402999758720398,2918400,0.011620476841926575,0.0,0.0
WMT,1972-08-29,0.02132200077176094,0.02132200077176094,0.02115900069475174,0.02115900069475174,5836800,0.011487994343042374,0.0,0.0
WMT,1972-08-30,0.02115900069475174,0.02115900069475174,0.02099600061774254,0.02115900069475174,1228800,0.011487994343042374,0.0,0.0
WMT,1972-08-31,0.02099600061774254,0.02099600061774254,0.020833000540733337,0.020833000540733337,2611200,0.011311004869639874,0.0,0.0
WMT,1972-09-01,0.020914999768137932,0.02099600061774254,0.020914999768137932,0.02099600061774254,768000,0.011399493552744389,0.0,0.0
WMT,1972-09-05,0.02099600061774254,0.02099600061774254,0.020833000540733337,0.020833000540733337,1689600,0.011311004869639874,0.0,0.0
WMT,1972-09-06,0.02099600061774254,0.02099600061774254,0.02099600061774254,0.02099600061774254,768000,0.011399493552744389,0.0,0.0
WMT,1972-09-07,0.02099600061774254,0.02099600061774254,0.020914999768137932,0.020914999768137932,3532800,0.011355532333254814,0.0,0.0
WMT,1972-09-08,0.020833000540733337,0.020833000540733337,0.02075199969112873,0.02075199969112873,1996800,0.011267014779150486,0.0,0.0
WMT,1972-09-11,0.020914999768137932,0.020914999768137932,0.020914999768137932,0.020914999768137932,2764800,0.011355532333254814,0.0,0.0
WMT,1972-09-12,0.020914999768137932,0.020914999768137932,0.020914999768137932,0.020914999768137932,1843200,0.011355532333254814,0.0,0.0
WMT,1972-09-13,0.020914999768137932,0.020914999768137932,0.020914999768137932,0.020914999768137932,460800,0.011355532333254814,0.0,0.0
WMT,1972-09-14,0.020914999768137932,0.021076999604701996,0.020833000540733337,0.021076999604701996,3840000,0.011443478986620903,0.0,0.0
WMT,1972-09-15,0.02099600061774254,0.02099600061774254,0.020914999768137932,0.020914999768137932,1536000,0.011355532333254814,0.0,0.0
WMT,1972-09-18,0.02099600061774254,0.021076999604701996,0.02099600061774254,0.02099600061774254,3225600,0.011399493552744389,0.0,0.0
WMT,1972-09-19,0.020914999768137932,0.020914999768137932,0.02075199969112873,0.020833000540733337,9369600,0.011311004869639874,0.0,0.0
WMT,1972-09-20,0.020671000704169273,0.020671000704169273,0.020671000704169273,0.020671000704169273,153600,0.011223048903048038,0.0,0.0
WMT,1972-09-21,0.020508000627160072,0.020508000627160072,0.020020000636577606,0.020020000636577606,4300800,0.010869599878787994,0.0,0.0
WMT,1972-09-22,0.019937999546527863,0.019937999546527863,0.019286999478936195,0.019286999478936195,2611200,0.010471628978848457,0.0,0.0
WMT,1972-09-25,0.019206000491976738,0.019206000491976738,0.018717000260949135,0.018717000260949135,2918400,0.010162151418626308,0.0,0.0
WMT,1972-09-26,0.018717000260949135,0.018717000260949135,0.01855500042438507,0.018635999411344528,2150400,0.010118170641362667,0.0,0.0
WMT,1972-09-27,0.018472999334335327,0.018472999334335327,0.01822900027036667,0.01822900027036667,1996800,0.009897192008793354,0.0,0.0
WMT,1972-09-28,0.01855500042438507,0.018880000337958336,0.01855500042438507,0.018717000260949135,4300800,0.010162151418626308,0.0,0.0
WMT,1972-09-29,0.018880000337958336,0.01896199956536293,0.018880000337958336,0.01896199956536293,768000,0.01029516477137804,0.0,0.0
WMT,1972-10-02,0.019123999401926994,0.019857000559568405,0.019123999401926994,0.019857000559568405,4915200,0.010781100019812584,0.0,0.0
WMT,1972-10-03,0.020020000636577606,0.02018200047314167,0.020020000636577606,0.02018200047314167,1536000,0.010957557708024979,0.0,0.0
WMT,1972-10-04,0.020263999700546265,0.02075199969112873,0.020263999700546265,0.02058899961411953,4608000,0.01117851585149765,0.0,0.0
WMT,1972-10-05,0.0204670000821352,0.0204670000821352,0.020020000636577606,0.020020000636577606,4147200,0.010869599878787994,0.0,0.0
WMT,1972-10-06,0.019937999546527863,0.019937999546527863,0.019206000491976738,0.019206000491976738,29337600,0.010427650064229965,0.0,0.0
WMT,1972-10-09,0.019368000328540802,0.019531000405550003,0.019368000328540802,0.019531000405550003,3840000,0.010604091919958591,0.0,0.0
WMT,1972-10-10,0.019531000405550003,0.019531000405550003,0.019531000405550003,0.019531000405550003,0,0.010604091919958591,0.0,0.0
WMT,1972-10-11,0.019531000405550003,0.019612999632954597,0.019368000328540802,0.019612999632954597,1382400,0.010648625902831554,0.0,0.0
WMT,1972-10-12,0.019531000405550003,0.019531000405550003,0.019449999555945396,0.019449999555945396,1075200,0.010560117661952972,0.0,0.0
WMT,1972-10-13,0.019449999555945396,0.019449999555945396,0.019449999555945396,0.019449999555945396,153600,0.010560117661952972,0.0,0.0
WMT,1972-10-16,0.019368000328540802,0.019368000328540802,0.01896199956536293,0.01896199956536293,1996800,0.01029516477137804,0.0,0.0
WMT,1972-10-17,0.01896199956536293,0.019368000328540802,0.01879899948835373,0.019286999478936195,7372800,0.010471628978848457,0.0,0.0
WMT,1972-10-18,0.019449999555945396,0.020833000540733337,0.019449999555945396,0.020671000704169273,23347200,0.011223048903048038,0.0,0.0
WMT,1972-10-19,0.020671000704169273,0.020833000540733337,0.020671000704169273,0.02075199969112873,31795200,0.011267014779150486,0.0,0.0
WMT,1972-10-20,0.02058899961411953,0.02058899961411953,0.02058899961411953,0.02058899961411953,153600,0.01117851585149765,0.0,0.0
WMT,1972-10-23,0.02058899961411953,0.02058899961411953,0.020508000627160072,0.020508000627160072,1382400,0.01113454531878233,0.0,0.0
WMT,1972-10-24,0.02058899961411953,0.02058899961411953,0.02058899961411953,0.02058899961411953,307200,0.01117851585149765,0.0,0.0
